Query File,Created Name Crossmodal,Category,Hit Rate@K,Tag Overlap@K,Mean Audio Similarity,Cross-Modal Alignment
smooth-bass-hardcore-808.mp3,analog-synth-bass--eerie dynamic breathy warm female haunting airy ambient,analog-synth-bass,0.3,0.05135376118134739,0.8435826420000001,0.031388118441205225
slow-warm-bass-shot.mp3,analog-synth-bass--bright agitated warm coarse/harsh distorted aggressive digital compressed,analog-synth-bass,0.5,0.052660561660561656,0.7229154090000002,0.16687399792693997
bhsp-reese-bass-deep-low-rough.mp3,analog-synth-bass--drums bouncy cool electronic drums bold warm confident digital,analog-synth-bass,0.4,0.01825396825396825,0.617286598,0.13179111816136035
veh2-synth-bass-shot.mp3,analog-synth-bass--eerie dynamic breathy warm female haunting airy ambient,analog-synth-bass,0.7,0.12410644910644911,0.815455762,-0.10694066044740821
strange-tune-bass-shot.mp3,analog-synth-bass--dissonant coarse/harsh cold dry high foley aggressive hard,analog-synth-bass,0.5,0.03401515151515151,0.771142204,0.1709017891430275
bass-club-stab-wobble.mp3,analog-synth-bass--dynamic chillout full bebop delicate high ambient cold,analog-synth-bass,0.6,0.05539772727272727,0.737954932,0.18448243440069062
short-bouncy-bass-808.mp3,analog-synth-bass--bouncy drums cool electronic drums bold confident cold digital,analog-synth-bass,0.6,0.012237762237762238,0.856380244,0.23426840819320688
303-acid-hit.mp3,analog-synth-bass--eerie dynamic breathy female haunting airy ambient cold,analog-synth-bass,0.0,0.06282051282051282,0.6366763910000001,-0.1188804277451031
deep-house-bouncy-bass.mp3,analog-synth-bass--bouncy drums cool electronic drums bold confident cold digital,analog-synth-bass,0.2,0.007125000000000001,0.770355146,0.22916772514046793
house-organ-bass-2-analog-synth.mp3,analog-synth-bass--aggressive dissonant coarse/harsh dry high foley hard cold,analog-synth-bass,0.5,0.07045454545454546,0.719440258,0.07288219952509517
bass-club-stab-muted.mp3,analog-synth-bass--dynamic chillout full bebop delicate high ambient cold,analog-synth-bass,0.2,0.05606893106893107,0.771389502,0.07396600299591213
bass-cut-143.mp3,analog-synth-bass--bouncy drums cool electronic drums bold confident cold digital,analog-synth-bass,0.0,0.01746794871794872,0.630101504,0.3153955301398522
bass-club-stab-sharp.mp3,analog-synth-bass--bouncy drums cool electronic drums bold confident cold digital,analog-synth-bass,0.2,0.039445970695970695,0.635904891,0.33669038829215747
flock-bass-808-one-shot.mp3,analog-synth-bass--chillout full gloomy bittersweet keys high ambient cold,analog-synth-bass,0.3,0.023168498168498166,0.83476459,0.14361443670806348
melody-002.mp3,analog-synth-bass--eerie dynamic breathy soft female haunting airy ambient,analog-synth-bass,0.4,0.042540792540792544,0.757250357,-0.023736942585365694
bass-cut-022.mp3,analog-synth-bass--bouncy nu disco playful techno carefree breaks urgent haunting gloomy boomy analog synth bass smooth dark trap progressive house house soft uplifting dry bassy dubstep one shot decaying nervous hard energetic rebellious drum bass epic fat round dramatic passionate climactic tech house minimal house bass deep house muffled hip hop trance delicate electro monophonic sustained ambient full powerful groovy clean chillout pulsating analog warm manic low rowdy exotic,analog-synth-bass,0.1,0.0633344082539981,0.7577041660000001,0.3492224683205642
bass-cut-138.mp3,analog-synth-bass--dynamic chillout dreamy soft carefree ambient full flute,analog-synth-bass,0.3,0.08445705190866482,0.717280314,0.04252682586684757
80s-bass.mp3,analog-synth-bass--dynamic chillout dreamy soft carefree ambient full flute,analog-synth-bass,0.3,0.05792540792540792,0.64304514,0.06940164426088312
bass-cut-03.mp3,analog-synth-bass--eerie dynamic breathy soft female haunting airy ambient,analog-synth-bass,0.2,0.08712121212121213,0.765040466,0.08350752157913069
808-analog-bass-gorilla.mp3,analog-synth-bass--eerie dynamic breathy soft female haunting airy ambient,analog-synth-bass,0.4,0.07959817959817958,0.8677179269999999,0.04313881146447539
bass-cut-079.mp3,analog-synth-bass--dynamic chillout dreamy soft carefree ambient full flute,analog-synth-bass,0.2,0.12796259296259296,0.683493267,0.07902447563396862
bass-cut-067.mp3,analog-synth-bass--eerie dynamic breathy soft female haunting airy ambient,analog-synth-bass,0.1,0.07116762404262404,0.7057541500000001,-0.10730064137688547
808-short-bass.mp3,analog-synth-bass--eerie dynamic breathy soft female haunting airy ambient,analog-synth-bass,0.4,0.11456538630451671,0.8678763330000001,0.11352026516257156
bass-cut-061.mp3,analog-synth-bass--dynamic chillout dreamy soft carefree ambient full flute,analog-synth-bass,0.3,0.1367171717171717,0.5717901169999999,0.061670399346335135
bass-cut-041.mp3,analog-synth-bass--dynamic chillout soft bebop delicate high ambient full,analog-synth-bass,0.0,0.06912809412809413,0.725739912,0.1962526245904475
bass-cut-031.mp3,analog-synth-bass--eerie dynamic breathy soft female haunting airy ambient,analog-synth-bass,0.2,0.06705107392607393,0.7123596959999999,-0.07056116948596507
bass-cut-033.mp3,analog-synth-bass--dynamic chillout soft bebop delicate high ambient full,analog-synth-bass,0.2,0.11622444222444224,0.749286316,0.14105005013228783
bass-cut-024.mp3,analog-synth-bass--aggressive dissonant coarse/harsh soft dry high foley hard,analog-synth-bass,0.2,0.10386044351561594,0.731428643,0.22901594438652778
bass-cut-057.mp3,analog-synth-bass--dynamic chillout dreamy soft carefree ambient full flute,analog-synth-bass,0.2,0.09736263736263737,0.6563315300000001,0.051341650322448654
bass-cut-066.mp3,analog-synth-bass--aggressive dissonant coarse/harsh soft dry high foley hard,analog-synth-bass,0.3,0.08248929231687854,0.633838335,0.21739450064794114
bass-cut-135.mp3,analog-synth-bass--dynamic chillout soft bebop delicate high ambient full,analog-synth-bass,0.1,0.10683483183483185,0.6214284319999999,0.24433373245064804
bass-cut-087.mp3,analog-synth-bass--bouncy drums cool electronic drums bold soft confident digital,analog-synth-bass,0.2,0.0064516129032258064,0.762308113,0.27289772000126494
bass-cut-109.mp3,analog-synth-bass--dynamic chillout dreamy soft carefree ambient full flute,analog-synth-bass,0.1,0.11444055944055945,0.690954156,0.07866067033239169
